id,city_en,prefecture_en
13108,Koto,Tokyo
13109,Shinagawa,Tokyo
13110,Meguro,Tokyo
13111,"Ota, Tokyo",Tokyo
13112,Setagaya,Tokyo
13113,Shibuya,Tokyo
13114,"Nakano, Tokyo",Tokyo
13115,Suginami,Tokyo
13116,Toshima,Tokyo
13117,"Kita, Tokyo",Tokyo
13118,"Arakawa, Tokyo",Tokyo
13119,Itabashi,Tokyo
13120,Nerima,Tokyo
13121,"Adachi, Tokyo",Tokyo
13122,Katsushika,Tokyo
13123,"Edogawa, Tokyo",Tokyo
13201,Hachioji,Tokyo
13202,"Tachikawa, Tokyo",Tokyo
13203,"Musashino, Tokyo",Tokyo
13204,"Mitaka, Tokyo",Tokyo
13205,"ome, Tokyo",Tokyo
13206,"Fuchu, Tokyo",Tokyo
13207,"Akishima, Tokyo",Tokyo
13208,"Chofu, Tokyo",Tokyo
13209,"Machida, Tokyo",Tokyo
13210,"Koganei, Tokyo",Tokyo
13211,"Kodaira, Tokyo",Tokyo
13212,"Hino, Tokyo",Tokyo
13213,"Higashimurayama, Tokyo",Tokyo
13214,"Kokubunji, Tokyo",Tokyo
13215,"Kunitachi, Tokyo",Tokyo
13218,"Fussa, Tokyo",Tokyo
13219,"Komae, Tokyo",Tokyo
13220,"Higashiyamato, Tokyo",Tokyo
13221,"Kiyose, Tokyo",Tokyo
13222,"Higashikurume, Tokyo",Tokyo
13223,"Musashimurayama, Tokyo",Tokyo
13224,"Tama, Tokyo",Tokyo
13225,Inagi,Tokyo
13227,"Hamura, Tokyo",Tokyo
13228,"Akiruno, Tokyo",Tokyo
13229,"Nishitokyo, Tokyo",Tokyo
13303,"Mizuho, Tokyo",Tokyo
13305,"Hinode, Tokyo",Tokyo
13307,"Hinohara, Tokyo",Tokyo
13308,"Okutama, Tokyo",Tokyo
13361,"oshima, Tokyo",Tokyo
13362,"To-shima, Tokyo",Tokyo
13363,"Niijima, Tokyo",Tokyo
13364,"Kozushima, Tokyo",Tokyo
13381,"Miyake, Tokyo",Tokyo
13382,"Mikurajima, Tokyo",Tokyo
13401,"Hachijo, Tokyo",Tokyo
13402,"Aogashima, Tokyo",Tokyo
13421,"Ogasawara, Tokyo",Tokyo
14100,Yokohama,Kanagawa
14101,"Tsurumi-ku, Yokohama",Kanagawa
14102,"Kanagawa-ku, Yokohama",Kanagawa
14103,"Nishi-ku, Yokohama",Kanagawa
14104,"Naka-ku, Yokohama",Kanagawa
14105,"Minami-ku, Yokohama",Kanagawa
14106,"Hodogaya-ku, Yokohama",Kanagawa
14107,"Isogo-ku, Yokohama",Kanagawa
14108,"Kanazawa-ku, Yokohama",Kanagawa
14109,"Kohoku-ku, Yokohama",Kanagawa
14110,"Totsuka-ku, Yokohama",Kanagawa
14111,"Konan-ku, Yokohama",Kanagawa
14112,"Asahi-ku, Yokohama",Kanagawa
14113,"Midori-ku, Yokohama",Kanagawa
14114,"Seya-ku, Yokohama",Kanagawa
14115,"Sakae-ku, Yokohama",Kanagawa
14116,"Izumi-ku, Yokohama",Kanagawa
14117,"Aoba-ku, Yokohama",Kanagawa
14118,"Tsuzuki-ku, Yokohama",Kanagawa
14130,"Kawasaki, Kanagawa",Kanagawa
14131,"Kawasaki-ku, Kawasaki",Kanagawa
14132,"Saiwai-ku, Kawasaki",Kanagawa
14133,"Nakahara-ku, Kawasaki",Kanagawa
14134,"Takatsu-ku, Kawasaki",Kanagawa
14135,"Tama-ku, Kawasaki",Kanagawa
14136,"Miyamae-ku, Kawasaki",Kanagawa
14137,"Asao-ku, Kawasaki",Kanagawa
14150,Sagamihara,Kanagawa
14151,"Midori-ku, Sagamihara",Kanagawa
14152,"Chuo-ku, Sagamihara",Kanagawa
14153,"Minami-ku, Sagamihara",Kanagawa
14201,Yokosuka,Kanagawa
14203,Hiratsuka,Kanagawa
14204,Kamakura,Kanagawa
14205,"Fujisawa, Kanagawa",Kanagawa
14206,Odawara,Kanagawa
14207,"Chigasaki, Kanagawa",Kanagawa
14208,"Zushi, Kanagawa",Kanagawa
14210,"Miura, Kanagawa",Kanagawa
14211,"Hadano, Kanagawa",Kanagawa
14212,Atsugi,Kanagawa
14213,"Yamato, Kanagawa",Kanagawa
14214,"Isehara, Kanagawa",Kanagawa
14215,"Ebina, Kanagawa",Kanagawa
14216,"Zama, Kanagawa",Kanagawa
14217,"Minamiashigara, Kanagawa",Kanagawa
14218,"Ayase, Kanagawa",Kanagawa
14301,"Hayama, Kanagawa",Kanagawa
14321,Samukawa,Kanagawa
14341,"oiso, Kanagawa",Kanagawa
14342,"Ninomiya, Kanagawa",Kanagawa
14361,"Nakai, Kanagawa",Kanagawa
14362,"Oi, Kanagawa",Kanagawa
14363,"Matsuda, Kanagawa",Kanagawa
14364,"Yamakita, Kanagawa",Kanagawa
14366,"Kaisei, Kanagawa",Kanagawa
14382,Hakone,Kanagawa
14383,"Manazuru, Kanagawa",Kanagawa
14384,Yugawara,Kanagawa
14401,"Aikawa, Kanagawa",Kanagawa
14402,"Kiyokawa, Kanagawa",Kanagawa
15100,Niigata (city),Niigata
15101,"Kita-ku, Niigata",Niigata
15102,"Higashi-ku, Niigata",Niigata
15103,"Chuo-ku, Niigata",Niigata
15104,"Konan-ku, Niigata",Niigata
15105,"Akiha-ku, Niigata",Niigata
15106,"Minami-ku, Niigata",Niigata
15107,"Nishi-ku, Niigata",Niigata
15108,"Nishikan-ku, Niigata",Niigata
15202,"Nagaoka, Niigata",Niigata
15204,"Sanjo, Niigata",Niigata
15205,"Kashiwazaki, Niigata",Niigata
15206,"Shibata, Niigata",Niigata
15208,"Ojiya, Niigata",Niigata
15209,"Kamo, Niigata",Niigata
15210,Tokamachi,Niigata
15211,"Mitsuke, Niigata",Niigata
15212,"Murakami, Niigata",Niigata
15213,"Tsubame, Niigata",Niigata
15216,"Itoigawa, Niigata",Niigata
15217,"Myoko, Niigata",Niigata
15218,"Gosen, Niigata",Niigata
15222,"Joetsu, Niigata",Niigata
15223,"Agano, Niigata",Niigata
15224,"Sado, Niigata",Niigata
15225,Uonuma,Niigata
15226,Minamiuonuma,Niigata
15227,Tainai,Niigata
15307,"Seiro, Niigata",Niigata
15342,"Yahiko, Niigata",Niigata
15361,"Tagami, Niigata",Niigata
15385,"Aga, Niigata",Niigata
15405,Izumozaki,Niigata
15461,"Yuzawa, Niigata",Niigata
15482,Tsunan,Niigata
15504,Kariwa,Niigata
15581,Sekikawa,Niigata
15586,Awashimaura,Niigata
16201,Toyama (city),Toyama
16202,"Takaoka, Toyama",Toyama
16204,"Uozu, Toyama",Toyama
16205,"Himi, Toyama",Toyama
16206,"Namerikawa, Toyama",Toyama
16207,"Kurobe, Toyama",Toyama
16208,"Tonami, Toyama",Toyama
16209,"Oyabe, Toyama",Toyama
16210,"Nanto, Toyama",Toyama
16211,"Imizu, Toyama",Toyama
16321,"Funahashi, Toyama",Toyama
16322,"Kamiichi, Toyama",Toyama
16323,"Tateyama, Toyama",Toyama
16342,"Nyuzen, Toyama",Toyama
16343,"Asahi, Toyama",Toyama
17201,Kanazawa,Ishikawa
17202,"Nanao, Ishikawa",Ishikawa
17203,"Komatsu, Ishikawa",Ishikawa
17204,"Wajima, Ishikawa",Ishikawa
17205,"Suzu, Ishikawa",Ishikawa
17206,"Kaga, Ishikawa",Ishikawa
17207,"Hakui, Ishikawa",Ishikawa
17209,"Kahoku, Ishikawa",Ishikawa
17210,"Hakusan, Ishikawa",Ishikawa
17211,"Nomi, Ishikawa",Ishikawa
17212,"Nonoichi, Ishikawa",Ishikawa
17324,"Kawakita, Ishikawa",Ishikawa
17361,"Tsubata, Ishikawa",Ishikawa
17365,"Uchinada, Ishikawa",Ishikawa
17384,"Shika, Ishikawa",Ishikawa
17386,"Hodatsushimizu, Ishikawa",Ishikawa
17407,"Nakanoto, Ishikawa",Ishikawa
17461,"Anamizu, Ishikawa",Ishikawa
17463,"Noto, Ishikawa",Ishikawa
18201,Fukui (city),Fukui
18202,"Tsuruga, Fukui",Fukui
18204,"Obama, Fukui",Fukui
18205,"Ono, Fukui",Fukui
18206,"Katsuyama, Fukui",Fukui
18207,"Sabae, Fukui",Fukui
18208,"Awara, Fukui",Fukui
18209,"Echizen, Fukui",Fukui
18210,"Sakai, Fukui",Fukui
18322,"Eiheiji, Fukui",Fukui
18382,"Ikeda, Fukui",Fukui
18404,"Minamiechizen, Fukui",Fukui
18423,"Echizen, Fukui (town)",Fukui
18442,"Mihama, Fukui",Fukui
18481,"Takahama, Fukui",Fukui
18483,"Oi, Fukui",Fukui
18501,"Wakasa, Fukui",Fukui
19201,Kofu,Yamanashi
19202,"Fujiyoshida, Yamanashi",Yamanashi
19204,"Tsuru, Yamanashi",Yamanashi
19205,"Yamanashi, Yamanashi",Yamanashi
19206,"Otsuki, Yamanashi",Yamanashi
19207,"Nirasaki, Yamanashi",Yamanashi
19208,"Minami-Alps, Yamanashi",Yamanashi
19209,"Hokuto, Yamanashi",Yamanashi
19210,"Kai, Yamanashi",Yamanashi
19211,Fuefuki,Yamanashi
19212,"Uenohara, Yamanashi",Yamanashi
19213,"Koshu, Yamanashi",Yamanashi
19214,"Chuo, Yamanashi",Yamanashi
19346,Ichikawamisato,Yamanashi
19364,"Hayakawa, Yamanashi",Yamanashi
19365,"Minobu, Yamanashi",Yamanashi
19366,"Nanbu, Yamanashi",Yamanashi
19368,"Fujikawa, Yamanashi",Yamanashi
19384,"Showa, Yamanashi",Yamanashi
19422,Doshi,Yamanashi
19423,Nishikatsura,Yamanashi
19424,"Oshino, Yamanashi",Yamanashi
19425,"Yamanakako, Yamanashi",Yamanashi
19429,"Narusawa, Yamanashi",Yamanashi
19430,"Fujikawaguchiko, Yamanashi",Yamanashi
19442,"Kosuge, Yamanashi",Yamanashi
19443,Tabayama,Yamanashi
20201,Nagano (city),Nagano
20202,"Matsumoto, Nagano",Nagano
20203,"Ueda, Nagano",Nagano
20204,"Okaya, Nagano",Nagano
20205,"Iida, Nagano",Nagano
20206,"Suwa, Nagano",Nagano
20207,"Suzaka, Nagano",Nagano
20208,"Komoro, Nagano",Nagano
20209,"Ina, Nagano",Nagano
20210,"Komagane, Nagano",Nagano
20211,"Nakano, Nagano",Nagano
20212,"omachi, Nagano",Nagano
20213,"Iiyama, Nagano",Nagano
20214,"Chino, Nagano",Nagano
20215,"Shiojiri, Nagano",Nagano
20217,"Saku, Nagano",Nagano
20218,"Chikuma, Nagano",Nagano
20219,"Tomi, Nagano",Nagano
20220,"Azumino, Nagano",Nagano
20303,"Koumi, Nagano",Nagano
20304,"Kawakami, Nagano",Nagano
20305,"Minamimaki, Nagano",Nagano
20306,"Minamiaiki, Nagano",Nagano
20307,"Kitaaiki, Nagano",Nagano
20309,"Sakuho, Nagano",Nagano
20321,"Karuizawa, Nagano",Nagano
20323,"Miyota, Nagano",Nagano
20324,"Tateshina, Nagano",Nagano
20349,"Aoki, Nagano",Nagano
20350,"Nagawa, Nagano",Nagano
20361,"Shimosuwa, Nagano",Nagano
20362,"Fujimi, Nagano",Nagano
20363,"Hara, Nagano",Nagano
20382,"Tatsuno, Nagano",Nagano
20383,"Minowa, Nagano",Nagano
20384,"Iijima, Nagano",Nagano
20385,"Minamiminowa, Nagano",Nagano
20386,"Nakagawa, Nagano",Nagano
20388,"Miyada, Nagano",Nagano
20402,"Matsukawa, Nagano (Shimoina)",Nagano
20403,"Takamori, Nagano",Nagano
20404,"Anan, Nagano",Nagano
20407,"Achi, Nagano",Nagano
20409,"Hiraya, Nagano",Nagano
20410,"Neba, Nagano",Nagano
20411,"Shimojo, Nagano",Nagano
20412,"Urugi, Nagano",Nagano
20413,"Tenryu, Nagano",Nagano
20414,"Yasuoka, Nagano",Nagano
20415,"Takagi, Nagano",Nagano
20416,"Toyooka, Nagano",Nagano
20417,"oshika, Nagano",Nagano
20422,"Agematsu, Nagano",Nagano
20423,"Nagiso, Nagano",Nagano
20425,"Kiso, Nagano (village)",Nagano
20429,"otaki, Nagano",Nagano
20430,"okuwa, Nagano",Nagano
20432,"Kiso, Nagano (town)",Nagano
20446,"Omi, Nagano",Nagano
20448,"Ikusaka, Nagano",Nagano
20450,"Yamagata, Nagano",Nagano
20451,"Asahi, Nagano",Nagano
20452,"Chikuhoku, Nagano",Nagano
20481,"Ikeda, Nagano",Nagano
20482,"Matsukawa, Nagano (Kitaazumi)",Nagano
20485,"Hakuba, Nagano",Nagano
20486,"Otari, Nagano",Nagano
20521,"Sakaki, Nagano",Nagano
20541,"Obuse, Nagano",Nagano
20543,"Takayama, Nagano",Nagano
20561,"Yamanouchi, Nagano",Nagano
20562,"Kijimadaira, Nagano",Nagano
20563,"Nozawaonsen, Nagano",Nagano
20583,"Shinano, Nagano",Nagano
20588,"Ogawa, Nagano",Nagano
20590,"Iizuna, Nagano",Nagano
20602,"Sakae, Nagano",Nagano
21201,Gifu,Gifu
21202,Ogaki,Gifu
21203,"Takayama, Gifu",Gifu
21204,Tajimi,Gifu
21205,"Seki, Gifu",Gifu
21206,"Nakatsugawa, Gifu",Gifu
21207,"Mino, Gifu",Gifu
21208,"Mizunami, Gifu",Gifu
21209,"Hashima, Gifu",Gifu
21210,"Ena, Gifu",Gifu
21211,"Minokamo, Gifu",Gifu
21212,"Toki, Gifu",Gifu
21213,"Kakamigahara, Gifu",Gifu
21214,"Kani, Gifu",Gifu
21215,"Yamagata, Gifu",Gifu
21216,"Mizuho, Gifu",Gifu
21217,"Hida, Gifu",Gifu
21218,"Motosu, Gifu",Gifu
21219,"Gujo, Gifu",Gifu
21220,"Gero, Gifu",Gifu
21221,Kaizu,Gifu
21302,"Ginan, Gifu",Gifu
21303,"Kasamatsu, Gifu",Gifu
21341,"Yoro, Gifu",Gifu
21361,"Tarui, Gifu",Gifu
21362,"Sekigahara, Gifu",Gifu
21381,"Godo, Gifu",Gifu
21382,"Wanouchi, Gifu",Gifu
21383,"Anpachi, Gifu",Gifu
21401,Ibigawa,Gifu
21403,"ono, Gifu",Gifu
21404,"Ikeda, Gifu",Gifu
21421,"Kitagata, Gifu",Gifu
21501,"Sakahogi, Gifu",Gifu
21502,"Tomika, Gifu",Gifu
21503,"Kawabe, Gifu",Gifu
21504,"Hichiso, Gifu",Gifu
21505,"Yaotsu, Gifu",Gifu
21506,"Shirakawa, Gifu (town)",Gifu
21507,"Higashishirakawa, Gifu",Gifu
21521,"Mitake, Gifu",Gifu
21604,"Shirakawa, Gifu (village)",Gifu
22100,Shizuoka (city),Hamamatsu
22101,"Aoi-ku, Shizuoka",Hamamatsu
22102,"Suruga-ku, Shizuoka",Hamamatsu
22103,"Shimizu-ku, Shizuoka",Hamamatsu
22130,Hamamatsu,Hamamatsu
22131,"Naka-ku, Hamamatsu",Hamamatsu
22132,"Higashi-ku, Hamamatsu",Hamamatsu
22133,"Nishi-ku, Hamamatsu",Hamamatsu
22134,"Minami-ku, Hamamatsu",Hamamatsu
22135,"Kita-ku, Hamamatsu",Hamamatsu
22136,Hamakita Ward,Hamamatsu
22137,Tenryu Ward,Hamamatsu
22203,Numazu,Hamamatsu
22205,Atami,Hamamatsu
22206,"Mishima, Shizuoka",Hamamatsu
22207,"Fujinomiya, Shizuoka",Hamamatsu
22208,"Ito, Shizuoka",Hamamatsu
22209,"Shimada, Shizuoka",Hamamatsu
22210,"Fuji, Shizuoka",Hamamatsu
22211,"Iwata, Shizuoka",Hamamatsu
22212,"Yaizu, Shizuoka",Hamamatsu
22213,"Kakegawa, Shizuoka",Hamamatsu
22214,"Fujieda, Shizuoka",Hamamatsu
22215,"Gotemba, Shizuoka",Hamamatsu
22216,"Fukuroi, Shizuoka",Hamamatsu
22219,"Shimoda, Shizuoka",Hamamatsu
22220,"Susono, Shizuoka",Hamamatsu
22221,"Kosai, Shizuoka",Hamamatsu
22222,"Izu, Shizuoka",Hamamatsu
22223,Omaezaki,Hamamatsu
22224,Kikugawa,Hamamatsu
22225,Izunokuni,Hamamatsu
22226,Makinohara,Hamamatsu
22301,Higashiizu,Hamamatsu
22302,"Kawazu, Shizuoka",Hamamatsu
22304,Minamiizu,Hamamatsu
22305,"Matsuzaki, Shizuoka",Hamamatsu
22306,Nishiizu,Hamamatsu
22325,Kannami,Hamamatsu
22341,"Shimizu, Shizuoka",Hamamatsu
22342,Nagaizumi,Hamamatsu
22344,"Oyama, Shizuoka",Hamamatsu
22424,"Yoshida, Shizuoka",Hamamatsu
22429,Kawanehon,Hamamatsu
22461,"Mori, Shizuoka",Hamamatsu
23100,Nagoya,Nagoya
23101,"Chikusa-ku, Nagoya",Nagoya
23102,"Higashi-ku, Nagoya",Nagoya
23103,"Kita-ku, Nagoya",Nagoya
23104,"Nishi-ku, Nagoya",Nagoya
23105,"Nakamura-ku, Nagoya",Nagoya
23106,"Naka-ku, Nagoya",Nagoya
23107,Showa-ku,Nagoya
23108,"Mizuho-ku, Nagoya",Nagoya
23109,"Atsuta-ku, Nagoya",Nagoya
23110,"Nakagawa-ku, Nagoya",Nagoya
23111,"Minato-ku, Nagoya",Nagoya
23112,"Minami-ku, Nagoya",Nagoya
23113,"Moriyama-ku, Nagoya",Nagoya
23114,"Midori-ku, Nagoya",Nagoya
23115,"Meito-ku, Nagoya",Nagoya
23116,Tenpaku-ku,Nagoya
23201,Toyohashi,Nagoya
23202,"Okazaki, Aichi",Nagoya
23203,"Ichinomiya, Aichi",Nagoya
23204,"Seto, Aichi",Nagoya
23205,"Handa, Aichi",Nagoya
23206,"Kasugai, Aichi",Nagoya
23207,"Toyokawa, Aichi",Nagoya
23208,"Tsushima, Aichi",Nagoya
23209,Hekinan,Nagoya
23210,"Kariya, Aichi",Nagoya
23211,"Toyota, Aichi",Nagoya
23212,Anjo,Nagoya
23213,"Nishio, Aichi",Nagoya
23214,Gamagori,Nagoya
23215,Inuyama,Nagoya
23216,Tokoname,Nagoya
23217,"Konan, Aichi",Nagoya
23219,Komaki,Nagoya
23220,"Inazawa, Aichi",Nagoya
23221,"Shinshiro, Aichi",Nagoya
23222,"Tokai, Aichi",Nagoya
23223,"obu, Aichi",Nagoya
23224,"Chita, Aichi",Nagoya
23225,Chiryu,Nagoya
23226,"Owariasahi, Aichi",Nagoya
23227,"Takahama, Aichi",Nagoya
23228,"Iwakura, Aichi",Nagoya
23229,"Toyoake, Aichi",Nagoya
23230,"Nisshin, Aichi",Nagoya
23231,"Tahara, Aichi",Nagoya
23232,Aisai,Nagoya
23233,Kiyosu,Nagoya
23234,Kitanagoya,Nagoya
23235,Yatomi,Nagoya
23236,"Miyoshi, Aichi",Nagoya
23237,"Ama, Aichi",Nagoya
23238,"Nagakute, Aichi",Nagoya
23302,"Togo, Aichi",Nagoya
23342,"Toyoyama, Aichi",Nagoya
23361,"oguchi, Aichi",Nagoya
23362,"Fuso, Aichi",Nagoya
23424,"oharu, Aichi",Nagoya
23425,"Kanie, Aichi",Nagoya
23427,"Tobishima, Aichi",Nagoya
23441,"Agui, Aichi",Nagoya
23442,"Higashiura, Aichi",Nagoya
23445,"Minamichita, Aichi",Nagoya
23446,"Mihama, Aichi",Nagoya
23447,Taketoyo,Nagoya
23501,"Kota, Aichi",Nagoya
23561,"Shitara, Aichi",Nagoya
23562,"Toei, Aichi",Nagoya
23563,"Toyone, Aichi",Nagoya
24201,"Tsu, Mie",Mie
24202,Yokkaichi,Mie
24203,"Ise, Mie",Mie
24204,"Matsusaka, Mie",Mie
24205,"Kuwana, Mie",Mie
24207,"Suzuka, Mie",Mie
24208,"Nabari, Mie",Mie
24209,"Owase, Mie",Mie
24210,"Kameyama, Mie",Mie
24211,"Toba, Mie",Mie
24212,"Kumano, Mie",Mie
24214,"Inabe, Mie",Mie
24215,"Shima, Mie",Mie
24216,"Iga, Mie",Mie
24303,"Kisosaki, Mie",Mie
24324,"Toin, Mie",Mie
24341,"Komono, Mie",Mie
24343,"Asahi, Mie",Mie
24344,"Kawagoe, Mie",Mie
24441,"Taki, Mie",Mie
24442,"Meiwa, Mie",Mie
24443,"odai, Mie",Mie
24461,"Tamaki, Mie",Mie
24470,"Watarai, Mie",Mie
24471,"Taiki, Mie",Mie
24472,"Minamiise, Mie",Mie
24543,"Kihoku, Mie",Mie
24561,"Mihama, Mie",Mie
24562,"Kiho, Mie",Mie
25201,Otsu,Shiga
25202,"Hikone, Shiga",Shiga
25203,"Nagahama, Shiga",Shiga
25204,omihachiman,Shiga
25206,"Kusatsu, Shiga",Shiga
25207,"Moriyama, Shiga",Shiga
25208,"Ritto, Shiga",Shiga
25209,"Koka, Shiga",Shiga
25210,"Yasu, Shiga",Shiga
25211,"Konan, Shiga",Shiga
25212,"Takashima, Shiga",Shiga
25213,Higashiomi,Shiga
25214,"Maibara, Shiga",Shiga
25383,"Hino, Shiga",Shiga
25384,"Ryuo, Shiga",Shiga
25425,"Aisho, Shiga",Shiga
25441,"Toyosato, Shiga",Shiga
25442,"Kora, Shiga",Shiga
25443,"Taga, Shiga",Shiga
26100,Kyoto,Kyoto
26101,"Kita-ku, Kyoto",Kyoto
26102,Kamigyo-ku,Kyoto
26103,"Sakyo-ku, Kyoto",Kyoto
26104,"Nakagyo-ku, Kyoto",Kyoto
26105,"Higashiyama-ku, Kyoto",Kyoto
26106,"Shimogyo-ku, Kyoto",Kyoto
26107,"Minami-ku, Kyoto",Kyoto
26108,"Ukyo-ku, Kyoto",Kyoto
26109,"Fushimi-ku, Kyoto",Kyoto
26110,"Yamashina-ku, Kyoto",Kyoto
26111,"Nishikyo-ku, Kyoto",Kyoto
26201,"Fukuchiyama, Kyoto",Kyoto
26202,Maizuru,Kyoto
26203,"Ayabe, Kyoto",Kyoto
26204,Uji,Kyoto
26205,"Miyazu, Kyoto",Kyoto
26206,"Kameoka, Kyoto",Kyoto
26207,"Joyo, Kyoto",Kyoto
26208,Muko,Kyoto
26209,"Nagaokakyo, Kyoto",Kyoto
26210,Yawata,Kyoto
26211,"Kyotanabe, Kyoto",Kyoto
26212,Kyotango,Kyoto
26213,"Nantan, Kyoto",Kyoto
26214,"Kizugawa, Kyoto",Kyoto
26303,"oyamazaki, Kyoto",Kyoto
26322,"Kumiyama, Kyoto",Kyoto
26343,"Ide, Kyoto",Kyoto
26344,Ujitawara,Kyoto
26364,"Kasagi, Kyoto",Kyoto
26365,"Wazuka, Kyoto",Kyoto
26366,"Seika, Kyoto",Kyoto
26367,"Minamiyamashiro, Kyoto",Kyoto
26407,"Kyotamba, Kyoto",Kyoto
26463,"Ine, Kyoto",Kyoto
26465,"Yosano, Kyoto",Kyoto
27100,Osaka,Osaka
27102,"Miyakojima-ku, Osaka",Osaka
27103,"Fukushima-ku, Osaka",Osaka
27104,"Konohana-ku, Osaka",Osaka
27106,"Nishi-ku, Osaka",Osaka
27107,"Minato-ku, Osaka",Osaka
27108,"Taisho-ku, Osaka",Osaka
27109,"Tennoji-ku, Osaka",Osaka
27111,"Naniwa-ku, Osaka",Osaka
27113,"Nishiyodogawa-ku, Osaka",Osaka
27114,"Higashiyodogawa-ku, Osaka",Osaka
27115,"Higashinari-ku, Osaka",Osaka
27116,"Ikuno-ku, Osaka",Osaka
27117,"Asahi-ku, Osaka",Osaka
27118,"Joto-ku, Osaka",Osaka
27119,"Abeno-ku, Osaka",Osaka
27120,"Sumiyoshi-ku, Osaka",Osaka
27121,"Higashisumiyoshi-ku, Osaka",Osaka
27122,"Nishinari-ku, Osaka",Osaka
27123,"Yodogawa-ku, Osaka",Osaka
27124,"Tsurumi-ku, Osaka",Osaka
27125,"Suminoe-ku, Osaka",Osaka
27126,"Hirano-ku, Osaka",Osaka
27127,"Kita-ku, Osaka",Osaka
27128,"Chuo-ku, Osaka",Osaka
27140,Sakai,Osaka
27141,"Sakai-ku, Sakai",Osaka
27142,"Naka-ku, Sakai",Osaka
27143,"Higashi-ku, Sakai",Osaka
27144,"Nishi-ku, Sakai",Osaka
27145,"Minami-ku, Sakai",Osaka
27146,"Kita-ku, Sakai",Osaka
27147,"Mihara-ku, Sakai",Osaka
27202,"Kishiwada, Osaka",Osaka
27203,Toyonaka,Osaka
27204,"Ikeda, Osaka",Osaka
27205,Suita,Osaka
27206,Izumiotsu,Osaka
27207,Takatsuki,Osaka
27208,"Kaizuka, Osaka",Osaka
27209,"Moriguchi, Osaka",Osaka
27210,Hirakata,Osaka
27211,"Ibaraki, Osaka",Osaka
27212,"Yao, Osaka",Osaka
27213,"Izumisano, Osaka",Osaka
27214,"Tondabayashi, Osaka",Osaka
27215,"Neyagawa, Osaka",Osaka
27216,"Kawachinagano, Osaka",Osaka
27217,"Matsubara, Osaka",Osaka
27218,"Daito, Osaka",Osaka
27219,"Izumi, Osaka",Osaka
27220,"Minoh, Osaka",Osaka
27221,"Kashiwara, Osaka",Osaka
27222,"Habikino, Osaka",Osaka
27223,"Kadoma, Osaka",Osaka
27224,"Settsu, Osaka",Osaka
27225,"Takaishi, Osaka",Osaka
27226,"Fujiidera, Osaka",Osaka
27227,Higashiosaka,Osaka
27228,"Sennan, Osaka",Osaka
27229,"Shijonawate, Osaka",Osaka
27230,"Katano, Osaka",Osaka
27231,"osakasayama, Osaka",Osaka
27232,"Hannan, Osaka",Osaka
27301,"Shimamoto, Osaka",Osaka
27321,"Toyono, Osaka",Osaka
27322,"Nose, Osaka",Osaka
27341,"Tadaoka, Osaka",Osaka
27361,"Kumatori, Osaka",Osaka
27362,"Tajiri, Osaka",Osaka
27366,"Misaki, Osaka",Osaka
27381,"Taishi, Osaka",Osaka
27382,"Kanan, Osaka",Osaka
27383,"Chihayaakasaka, Osaka",Osaka
28100,Kobe,Hyogo
28101,"Higashinada-ku, Kobe",Hyogo
28102,"Nada-ku, Kobe",Hyogo
28105,"Hyogo-ku, Kobe",Hyogo
28106,"Nagata-ku, Kobe",Hyogo
28107,"Suma-ku, Kobe",Hyogo
28108,"Tarumi-ku, Kobe",Hyogo
28109,"Kita-ku, Kobe",Hyogo
28110,"Chuo-ku, Kobe",Hyogo
28111,"Nishi-ku, Kobe",Hyogo
28201,Himeji,Hyogo
28202,Amagasaki,Hyogo
28203,"Akashi, Hyogo",Hyogo
28204,Nishinomiya,Hyogo
28205,"Sumoto, Hyogo",Hyogo
28206,"Ashiya, Hyogo",Hyogo
28207,"Itami, Hyogo",Hyogo
28208,"Aioi, Hyogo",Hyogo
28209,"Toyooka, Hyogo",Hyogo
28210,"Kakogawa, Hyogo",Hyogo
28212,"Ako, Hyogo",Hyogo
28213,"Nishiwaki, Hyogo",Hyogo
28214,"Takarazuka, Hyogo",Hyogo
28215,"Miki, Hyogo",Hyogo
28216,"Takasago, Hyogo",Hyogo
28217,"Kawanishi, Hyogo",Hyogo
28218,"Ono, Hyogo",Hyogo
28219,"Sanda, Hyogo",Hyogo
28220,"Kasai, Hyogo",Hyogo
28221,Tamba-Sasayama,Hyogo
28222,"Yabu, Hyogo",Hyogo
28223,"Tanba, Hyogo",Hyogo
28224,Minamiawaji,Hyogo
28225,"Asago, Hyogo",Hyogo
28226,"Awaji, Hyogo",Hyogo
28227,"Shiso, Hyogo",Hyogo
28228,"Kato, Hyogo",Hyogo
28229,"Tatsuno, Hyogo",Hyogo
28301,"Inagawa, Hyogo",Hyogo
28365,"Taka, Hyogo",Hyogo
28381,"Inami, Hyogo",Hyogo
28382,"Harima, Hyogo",Hyogo
28442,"Ichikawa, Hyogo",Hyogo
28443,"Fukusaki, Hyogo",Hyogo
28446,"Kamikawa, Hyogo",Hyogo
28464,"Taishi, Hyogo",Hyogo
28481,"Kamigori, Hyogo",Hyogo
28501,"Sayo, Hyogo",Hyogo
28585,"Kami, Hyogo (Mikata)",Hyogo
28586,"Shin'onsen, Hyogo",Hyogo
29201,"Nara, Nara",Nara
29202,"Yamatotakada, Nara",Nara
29203,Yamatokoriyama,Nara
29204,"Tenri, Nara",Nara
29205,"Kashihara, Nara",Nara
